cid,datahead,dataurl,creator,contributor,corp
281,  東京都下水道局事業概要（平成23年版）  【東京都下水道局】 ,/dataset/t000020d0000000079,東京都下水道局,総務部広報サービス課,東京都下水道局 総務部広報サービス課
282,  産業廃棄物経年変化実態調査報告書（平成26年度実績）  このデータセットには説明がありません ,/dataset/t000009d1900000021,東京都環境局,資源循環推進部,東京都環境局 資源循環推進部
283,  東京都下水道局事業概要（平成29年版）  【東京都下水道局】 ,/dataset/t000020d0000000073,東京都下水道局,総務部広報サービス課,東京都下水道局 総務部広報サービス課
284,  東京都下水道局事業概要（平成30年版）  【東京都下水道局】 ,/dataset/t000020d0000000049,東京都下水道局,総務部広報サービス課,東京都下水道局 総務部広報サービス課
285,  東京都下水道局事業概要（令和元年版）  【東京都下水道局】 ,/dataset/t000020d0000000070,東京都下水道局,総務部広報サービス課,東京都下水道局 総務部広報サービス課
286,  港区みどりの実態調査（第10次）  【港区】港区みどりの実態調査（第10次）に関する情報です。 ,/dataset/t131032d0000000124,港区,環境リサイクル支援部環境課,港区 環境リサイクル支援部環境課
287,  環境・清掃施設  このデータセットには説明がありません ,/dataset/t131067d0000000095,台東区,環境清掃部環境課（環境ふれあい館）/環境清掃部台東清掃事務所（清掃事務所、清掃車庫）,台東区 環境清掃部環境課（環境ふれあい館）/環境清掃部台東清掃事務所（清掃事務所、清掃車庫）
288,  都におけるエネルギー消費量と二酸化炭素排出量  【東京都環境局】   都におけるエネルギ消費量とＣＯ2排出量をとりまとめたものです（2020年度速報値）。 ,/dataset/t000009d0000000018,東京都環境局,東京都環境局気候変動対策部計画課,東京都環境局 東京都環境局気候変動対策部計画課
289,  三宅島噴火災害誌 資料編_資料47 三宅島緑化マニュアル  【東京都総務局】 ,/dataset/t000003d1700000029,東京都総務局,総合防災部防災管理課,東京都総務局 総合防災部防災管理課
290,  三宅島噴火災害誌 資料編_資料33 三宅島民帰島前健康診断に関する検討会報告書  【東京都総務局】 ,/dataset/t000003d1700000027,東京都総務局,総合防災部防災管理課,東京都総務局 総合防災部防災管理課
291,  三宅島噴火災害誌 資料編_資料21 三宅島火山ガスに関する検討会最終報告  【東京都総務局】 ,/dataset/t000003d1700000025,東京都総務局,総合防災部防災管理課,東京都総務局 総合防災部防災管理課
292,  島しょ地域における電気自動車普及モデル事業（実証実験データ）  【東京都総務局】電気自動車実証実験で収集した、モニター事業者等の走行距離及び消費電力  ,/dataset/t000003d0000000030,東京都総務局,東京都総務局行政部振興企画課,東京都総務局 東京都総務局行政部振興企画課
293,  エコロジカル・ネットワークマップ  【東京都環境局】 ,/dataset/t000009d0000000028,東京都環境局,自然環境部計画課,東京都環境局 自然環境部計画課
294,  地域冷暖房区域区市別一覧  【東京都環境局】 ,/dataset/t000009d0000000002,東京都環境局,地球環境エネルギー部次世代エネルギー推進課,東京都環境局 地球環境エネルギー部次世代エネルギー推進課
295,  下水処理の状況（区部及流域）（令和2年度）  【東京都下水道局】 ,/dataset/t000020d0000000081,東京都下水道局,施設管理部環境管理課,東京都下水道局 施設管理部環境管理課
296,  ごみ収集実績  【清瀬市】年度ごとのごみ収集の実績です。 ,/dataset/t132217d0000000063,清瀬市,清瀬市市民環境部環境課,清瀬市 清瀬市市民環境部環境課
297,  公園一覧  【清瀬市】公園の一覧です。 ,/dataset/t132217d0000000046,清瀬市,清瀬市都市整備部水と緑と公園課,清瀬市 清瀬市都市整備部水と緑と公園課
298,  大気汚染測定結果 月報値  【東京都環境局】 各測定局における測定項目の時間きざみのCSVデータ ※ZIPファイル解凍後のファイル名の番号が各測定局の局番に対応 ※測定局の局番は以下に掲載... ,/dataset/t000009d0000000026,東京都環境局,環境改善部大気保全課,東京都環境局 環境改善部大気保全課
299,  新宿区の大気汚染障害者認定情報  【新宿区】大気汚染障害者認定情報です。 ※各年度末日現在 ,/dataset/t131041d0000000047,新宿区,健康部健康政策課,新宿区 健康部健康政策課
300,  新宿区の環境測定局測定データ（四谷）  【新宿区】環境測定局観測データです。 ,/dataset/t131041d0000000058,新宿区,環境清掃部環境政策課,新宿区 環境清掃部環境政策課
301,  新宿区の公害健康被害者認定情報  【新宿区】公害健康被害者認定情報です。 ※各年度末日現在 ,/dataset/t131041d0000000010,新宿区,健康部健康政策課,新宿区 健康部健康政策課
302,  避難所  避難所の位置情報 ,/dataset/t131091d0000000001,品川区,防災まちづくり部防災課,品川区 防災まちづくり部防災課
303,  技術開発推進計画  【東京都下水道局】 ,/dataset/t000020d0000000033,東京都下水道局,計画調整部技術開発課,東京都下水道局 計画調整部技術開発課
304,  東京都区部下水道・下水処理１００年史  【東京都下水道局】 ,/dataset/t000020d0000000080,東京都下水道局,総務部広報サービス課,東京都下水道局 総務部広報サービス課
305,  光化学スモッグの発生状況  【東京都環境局】 ,/dataset/t000009d0000000023,東京都環境局,環境改善部大気保全課,東京都環境局 環境改善部大気保全課
306,  都内の食品ロス発生量  【東京都環境局】 ,/dataset/t000009d0000000025,東京都環境局,資源循環推進部計画課,東京都環境局 資源循環推進部計画課
307,  都内の食品ロス発生量  【東京都環境局】 ,/dataset/t000009d0000000024,東京都環境局,資源循環推進部計画課,東京都環境局 資源循環推進部計画課
308,  有害大気汚染物質モニタリング調査結果（2020）  【東京都環境局】2020年度に測定した有害大気汚染物質等の測定結果 ,/dataset/t000009d0000000022,東京都環境局,環境改善部化学物質対策課,東京都環境局 環境改善部化学物質対策課
309,  都における再生可能エネルギー電力の利用割合  【東京都環境局】   このデータは、都における再生可能エネルギー電力の利用割合に関する調査結果（2015～2019年度）です。 ,/dataset/t000009d0000000021,東京都環境局,東京都環境局地球環境エネルギー部計画課,東京都環境局 東京都環境局地球環境エネルギー部計画課
